usageKey,scientificName,canonicalName,rank,status,confidence,matchType,kingdom,phylum,family,genus,species,kingdomKey,phylumKey,classKey,familyKey,genusKey,speciesKey,synonym,class,acceptedUsageKey,verbatim_name,verbatim_index
8953936,"Caiman crocodilus (Linnaeus, 1758)",Caiman crocodilus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Alligatoridae,Caiman,Caiman crocodilus,1,44,11493978,3238603,5220195,8953936,FALSE,Crocodylia,NA,Caiman crocodilus,1
2441329,"Crocodylus acutus (Cuvier, 1807)",Crocodylus acutus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Crocodylidae,Crocodylus,Crocodylus acutus,1,44,11493978,5685,2441321,2441329,FALSE,Crocodylia,NA,Crocodylus acutus,2
2468407,"Celestus cyanochloris Cope, 1894",Celestus cyanochloris,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Diploglossidae,Celestus,Celestus cyanochloris,1,44,11592253,9487006,2468363,2468407,FALSE,Squamata,NA,Celestus cyanochloris,3
2468412,"Celestus hylaius Savage & Lips, 1993",Celestus hylaius,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Diploglossidae,Celestus,Celestus hylaius,1,44,11592253,9487006,2468363,2468412,FALSE,Squamata,NA,Celestus hylaius,4
2468366,"Celestus orobius Savage & Lips, 1993",Celestus orobius,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Diploglossidae,Celestus,Celestus orobius,1,44,11592253,9487006,2468363,2468366,FALSE,Squamata,NA,Celestus orobius,5
2468100,"Coloptychon rhombifer (Peters, 1876)",Coloptychon rhombifer,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Anguidae,Gerrhonotus,Gerrhonotus rhombifer,1,44,11592253,9198,2468204,2468101,TRUE,Squamata,2468101,Coloptychon rhombifer,6
2468239,"Diploglossus bilobatus (O'Shaughnessy, 1874)",Diploglossus bilobatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Diploglossidae,Diploglossus,Diploglossus bilobatus,1,44,11592253,9487006,2468244,2468239,FALSE,Squamata,NA,Diploglossus bilobatus,7
2468222,"Diploglossus monotropis (Kuhl, 1820)",Diploglossus monotropis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Diploglossidae,Diploglossus,Diploglossus monotropis,1,44,11592253,9487006,2468244,2468222,FALSE,Squamata,NA,Diploglossus monotropis,8
5226573,"Mesaspis monticola (Cope, 1877)",Mesaspis monticola,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Anguidae,Abronia,Abronia monticola,1,44,11592253,9198,2468137,11142707,TRUE,Squamata,11142707,Mesaspis monticola,9
5221813,"Basiliscus basiliscus (Linnaeus, 1758)",Basiliscus basiliscus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Corytophanidae,Basiliscus,Basiliscus basiliscus,1,44,11592253,9454,2448619,5221813,FALSE,Squamata,NA,Basiliscus basiliscus,10
5221810,"Basiliscus plumifrons Cope, 1875",Basiliscus plumifrons,SPECIES,ACCEPTED,97,EXACT,Animalia,Chordata,Corytophanidae,Basiliscus,Basiliscus plumifrons,1,44,11592253,9454,2448619,5221810,FALSE,Squamata,NA,Basiliscus plumifrons,11
5221821,"Basiliscus vittatus Wiegmann, 1828",Basiliscus vittatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Corytophanidae,Basiliscus,Basiliscus vittatus,1,44,11592253,9454,2448619,5221821,FALSE,Squamata,NA,Basiliscus vittatus,12
2448667,"Corytophanes cristatus (Merrem, 1820)",Corytophanes cristatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Corytophanidae,Corytophanes,Corytophanes cristatus,1,44,11592253,9454,2448663,2448667,FALSE,Squamata,NA,Corytophanes cristatus,13
8102241,"Ctenonotus cristatellus (A.M.C.Duméril & Bibron, 1837)",Ctenonotus cristatellus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis cristatellus,1,44,11592253,8345926,8782549,2467091,TRUE,Squamata,2467091,Ctenonotus cristatellus,14
2467446,"Dactyloa frenata (Cope, 1899)",Dactyloa frenata,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis frenatus,1,44,11592253,8345926,8782549,2467445,TRUE,Squamata,2467445,Dactyloa frenata,15
7466798,"Dactyloa ibanezi (Poe, Latella, Ryan & Schaad, 2009)",Dactyloa ibanezi,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis ibanezi,1,44,11592253,8345926,8782549,7723318,TRUE,Squamata,7723318,Dactyloa ibanezi,16
2467006,"Dactyloa insignis (Cope, 1871)",Dactyloa insignis,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis insignis,1,44,11592253,8345926,8782549,2467005,TRUE,Squamata,2467005,Dactyloa insignis,17
2467441,"Dactyloa microtus (Cope, 1871)",Dactyloa microtus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis microtus,1,44,11592253,8345926,8782549,2467439,TRUE,Squamata,2467439,Dactyloa microtus,18
8954310,"Norops alocomyos G.Köhler, Vargas & Lotzkat, 2014-26",Norops alocomyos,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis alocomyos,1,44,11592253,8345926,8782549,9351656,TRUE,Squamata,9351656,Norops alocomyos,19
8433723,"Norops altae (Dunn, 1930)",Norops altae,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis altae,1,44,11592253,8345926,8782549,2467598,TRUE,Squamata,2467598,Norops altae,20
7788810,"Norops aquaticus (Taylor, 1956)",Norops aquaticus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis aquaticus,1,44,11592253,8345926,8782549,2467563,TRUE,Squamata,2467563,Norops aquaticus,21
7974951,"Norops auratus (Daudin, 1802)",Norops auratus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis auratus,1,44,11592253,8345926,8782549,9129157,TRUE,Squamata,9129157,Norops auratus,22
7418518,"Norops benedikti (Lotzkat, Bienentreu, Hertz & Köhler, 2011)",Norops benedikti,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis benedikti,1,44,11592253,8345926,8782549,8240798,TRUE,Squamata,8240798,Norops benedikti,23
7694682,"Norops biporcatus (Wiegmann, 1834)",Norops biporcatus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis biporcatus,1,44,11592253,8345926,8782549,9183537,TRUE,Squamata,9183537,Norops biporcatus,24
8202462,"Norops capito (Peters, 1863)",Norops capito,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis capito,1,44,11592253,8345926,8782549,2467533,TRUE,Squamata,2467533,Norops capito,25
8307237,"Norops carpenteri (Echelle, Echelle & Fitch, 1971)",Norops carpenteri,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis carpenteri,1,44,11592253,8345926,8782549,2467538,TRUE,Squamata,2467538,Norops carpenteri,26
7720789,"Norops cupreus (Hallowell, 1860)",Norops cupreus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis cupreus,1,44,11592253,8345926,8782549,2467634,TRUE,Squamata,2467634,Norops cupreus,29
7585776,"Norops datzorum (Köhler, Ponce, Sunyer & Batista, 2007)",Norops datzorum,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis datzorum,1,44,11592253,8345926,8782549,8420955,TRUE,Squamata,8420955,Norops datzorum,30
7970161,"Norops fungosus (Myers, 1971)",Norops fungosus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis fungosus,1,44,11592253,8345926,8782549,2467527,TRUE,Squamata,2467527,Norops fungosus,31
8372880,"Norops humilis (Peters, 1863)",Norops humilis,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis humilis,1,44,11592253,8345926,8782549,2467976,TRUE,Squamata,2467976,Norops humilis,32
7353552,"Norops kemptoni (Dunn, 1940)",Norops kemptoni,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis kemptoni,1,44,11592253,8345926,8782549,2467962,TRUE,Squamata,2467962,Norops kemptoni,34
8808765,"Norops leditzigorum G.Köhler, Vargas & Lotzkat, 2014-26",Norops leditzigorum,SPECIES,SYNONYM,96,FUZZY,Animalia,Chordata,Dactyloidae,Anolis,Anolis leditzigorum,1,44,11592253,8345926,8782549,9542984,TRUE,Squamata,9542984,Norops leditzygorum,35
9822307,"Norops lemurinus (Cope, 1861)",Norops lemurinus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis lemurinus,1,44,11592253,8345926,8782549,8186516,TRUE,Squamata,8186516,Norops lemurinus,36
9355120,"Norops limifrons (Cope, 1871)",Norops limifrons,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis limifrons,1,44,11592253,8345926,8782549,8967857,TRUE,Squamata,8967857,Norops limifrons,37
7691162,"Norops monteverde (Köhler, 2009)",Norops monteverde,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis monteverde,1,44,11592253,8345926,8782549,7807432,TRUE,Squamata,7807432,Norops monteverde,39
5226534,"Norops oxylophus (Cope, 1876)",Norops oxylophus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis oxylophus,1,44,11592253,8345926,8782549,2467928,TRUE,Squamata,2467928,Norops oxylophus,41
7452860,"Norops pachypus (Cope, 1876)",Norops pachypus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis pachypus,1,44,11592253,8345926,8782549,2467675,TRUE,Squamata,2467675,Norops pachypus,42
5226456,"Norops pentaprion (Cope, 1862)",Norops pentaprion,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis pentaprion,1,44,11592253,8345926,8782549,2467720,TRUE,Squamata,2467720,Norops pentaprion,43
7516588,"Norops polylepis (Peyers, 1874)",Norops polylepis,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis polylepis,1,44,11592253,8345926,8782549,2467846,TRUE,Squamata,2467846,Norops polylepis,44
8018747,"Norops quaggulus (Cope, 1885)",Norops quaggulus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis quaggulus,1,44,11592253,8345926,8782549,2467794,TRUE,Squamata,2467794,Norops quaggulus,45
5226461,"Norops sagrei (Cocteau, 1837)",Norops sagrei,SPECIES,SYNONYM,97,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis sagrei,1,44,11592253,8345926,8782549,10919679,TRUE,Squamata,10919679,Norops sagrei,46
7470849,"Norops salvini (Boulenger, 1885)",Norops salvini,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis salvini,1,44,11592253,8345926,8782549,2467945,TRUE,Squamata,2467945,Norops salvini,47
7656611,"Norops tenorioensis (Köhler, 2011)",Norops tenorioensis,SPECIES,SYNONYM,94,FUZZY,Animalia,Chordata,Dactyloidae,Anolis,Anolis tenorioensis,1,44,11592253,8345926,8782549,7842320,TRUE,Squamata,7842320,Norops tenoriensis,48
7416075,"Norops townsendi (Stejneger, 1900)",Norops townsendi,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis townsendi,1,44,11592253,8345926,8782549,2467604,TRUE,Squamata,2467604,Norops townsendi,49
8190755,"Norops tropidolepis (Boulenger, 1885)",Norops tropidolepis,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis tropidolepis,1,44,11592253,8345926,8782549,2467783,TRUE,Squamata,2467783,Norops tropidolepis,50
8347520,"Norops woodi (Dunn, 1940)",Norops woodi,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Dactyloidae,Anolis,Anolis woodi,1,44,11592253,8345926,8782549,2467515,TRUE,Squamata,2467515,Norops woodi,52
2447237,"Coleonyx mitratus (Peters, 1863)",Coleonyx mitratus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Eublepharidae,Coleonyx,Coleonyx mitratus,1,44,11592253,4287502,2447230,2447237,FALSE,Squamata,NA,Coleonyx mitratus,53
9537238,"Hemidactylus frenatus Duméril & Bibron, 1836",Hemidactylus frenatus,SPECIES,ACCEPTED,97,EXACT,Animalia,Chordata,Gekkonidae,Hemidactylus,Hemidactylus frenatus,1,44,11592253,5666,5221394,9537238,FALSE,Squamata,NA,Hemidactylus frenatus,54
9066541,"Hemidactylus garnotii Duméril & Bibron, 1836",Hemidactylus garnotii,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gekkonidae,Hemidactylus,Hemidactylus garnotii,1,44,11592253,5666,5221394,9066541,FALSE,Squamata,NA,Hemidactylus garnotii,55
5959942,"Hemidactylus mabouia (Moreau De Jonnès, 1818)",Hemidactylus mabouia,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gekkonidae,Hemidactylus,Hemidactylus mabouia,1,44,11592253,5666,5221394,5959942,FALSE,Squamata,NA,Hemidactylus mabouia,56
9164170,"Lepidodactylus lugubris (Duméril & Bibron, 1836)",Lepidodactylus lugubris,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gekkonidae,Lepidodactylus,Lepidodactylus lugubris,1,44,11592253,5666,2447647,9164170,FALSE,Squamata,NA,Lepidodactylus lugubris,57
2450918,"Anadia ocellata Gray, 1845",Anadia ocellata,SPECIES,ACCEPTED,97,EXACT,Animalia,Chordata,Gymnophthalmidae,Anadia,Anadia ocellata,1,44,11592253,3540,2450914,2450918,FALSE,Squamata,NA,Anadia ocellata,58
7851576,"Bachia blairi (Dunn, 1940)",Bachia blairi,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gymnophthalmidae,Bachia,Bachia blairi,1,44,11592253,3540,2450636,7851576,FALSE,Squamata,NA,Bachia blairi,59
2450891,"Gymnophthalmus speciosus (Hallowell, 1861)",Gymnophthalmus speciosus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gymnophthalmidae,Gymnophthalmus,Gymnophthalmus speciosus,1,44,11592253,3540,2450882,2450891,FALSE,Squamata,NA,Gymnophthalmus speciosus,60
5222299,"Leposoma southi Ruthven & Gaige, 1924",Leposoma southi,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Gymnophthalmidae,Loxopholis,Loxopholis southi,1,44,11592253,3540,2450471,10802684,TRUE,Squamata,10802684,Leposoma southi,61
5222305,"Potamites apodemus (Uzzell, 1966)",Potamites apodemus,SPECIES,SYNONYM,98,EXACT,Animalia,Chordata,Gymnophthalmidae,Centrosaura,Centrosaura apodema,1,44,11592253,3540,11201690,11117528,TRUE,Squamata,11117528,Potamites apodemus,62
2450611,"Ptychoglossus plicatus (Taylor, 1949)",Ptychoglossus plicatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Gymnophthalmidae,Ptychoglossus,Ptychoglossus plicatus,1,44,11592253,3540,2450608,2450611,FALSE,Squamata,NA,Ptychoglossus plicatus,63
2459576,"Ctenosaura quinquecarinata (Gray, 1842)",Ctenosaura quinquecarinata,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Iguanidae,Ctenosaura,Ctenosaura quinquecarinata,1,44,11592253,6935,2459728,2459576,FALSE,Squamata,NA,Ctenosaura quinquecarinata,64
2459603,"Ctenosaura similis (Gray, 1831)",Ctenosaura similis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Iguanidae,Ctenosaura,Ctenosaura similis,1,44,11592253,6935,2459728,2459603,FALSE,Squamata,NA,Ctenosaura similis,65
2459658,"Iguana iguana (Linnaeus, 1758)",Iguana iguana,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Iguanidae,Iguana,Iguana iguana,1,44,11592253,6935,2459675,2459658,FALSE,Squamata,NA,Iguana iguana,66
2451207,"Sceloporus malachiticus Cope, 1864",Sceloporus malachiticus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Phrynosomatidae,Sceloporus,Sceloporus malachiticus,1,44,11592253,5016,2451143,2451207,FALSE,Squamata,NA,Sceloporus malachiticus,67
2451344,"Sceloporus squamosus Bocourt, 1874",Sceloporus squamosus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Phrynosomatidae,Sceloporus,Sceloporus squamosus,1,44,11592253,5016,2451143,2451344,FALSE,Squamata,NA,Sceloporus squamosus,68
2451285,"Sceloporus variabilis Wiegmann, 1834",Sceloporus variabilis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Phrynosomatidae,Sceloporus,Sceloporus variabilis,1,44,11592253,5016,2451143,2451285,FALSE,Squamata,NA,Sceloporus variabilis,69
5959817,"Phyllodactylus tuberculosus Wiegmann, 1834",Phyllodactylus tuberculosus,SPECIES,ACCEPTED,97,EXACT,Animalia,Chordata,Phyllodactylidae,Phyllodactylus,Phyllodactylus tuberculosus,1,44,11592253,5789853,2446566,5959817,FALSE,Squamata,NA,Phyllodactylus tuberculosus,70
2445829,"Thecadactylus rapicauda (Houttuyn, 1782)",Thecadactylus rapicauda,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Phyllodactylidae,Thecadactylus,Thecadactylus rapicauda,1,44,11592253,5789853,2445827,2445829,FALSE,Squamata,NA,Thecadactylus rapicauda,71
2468054,"Polychrus gutturosus Berthold, 1846",Polychrus gutturosus,SPECIES,ACCEPTED,97,EXACT,Animalia,Chordata,Polychrotidae,Polychrus,Polychrus gutturosus,1,44,11592253,5017,2468047,2468054,FALSE,Squamata,NA,Polychrus gutturosus,72
8123312,"Marisora unimarginata (Cope, 1862)",Marisora unimarginata,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scincidae,Marisora,Marisora unimarginata,1,44,11592253,9115,7871044,8123312,FALSE,Squamata,NA,Marisora unimarginata,73
2461058,"Mesoscincus managuae (Dunn, 1933)",Mesoscincus managuae,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scincidae,Mesoscincus,Mesoscincus managuae,1,44,11592253,9115,2461057,2461058,FALSE,Squamata,NA,Mesoscincus managuae,74
2464415,"Scincella cherriei (Cope, 1893)",Scincella cherriei,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Scincidae,Scincella,Scincella cherriei,1,44,11592253,9115,2461335,2464415,FALSE,Squamata,NA,Scincella cherriei,75
2447609,"Gonatodes albogularis (Duméril & Bibron, 1836)",Gonatodes albogularis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Sphaerodactylidae,Gonatodes,Gonatodes albogularis,1,44,11592253,5789478,2447589,2447609,FALSE,Squamata,NA,Gonatodes albogularis,76
9600574,"Lepidoblepharis xanthostigma (Noble, 1916)",Lepidoblepharis xanthostigma,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Sphaerodactylidae,Lepidoblepharis,Lepidoblepharis xanthostigma,1,44,11592253,5789478,2446440,9600574,FALSE,Squamata,NA,Lepidoblepharis xanthostigma,77
2445368,"Sphaerodactylus graptolaemus Harris & Kluge, 1984",Sphaerodactylus graptolaemus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus graptolaemus,1,44,11592253,5789478,8827334,2445368,FALSE,Squamata,NA,Sphaerodactylus graptolaemus,78
2445282,"Sphaerodactylus homolepis Cope, 1886",Sphaerodactylus homolepis,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus homolepis,1,44,11592253,5789478,8827334,2445282,FALSE,Squamata,NA,Sphaerodactylus homolepis,79
2445345,"Sphaerodactylus millepunctatus (Hallowell, 1861)",Sphaerodactylus millepunctatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus millepunctatus,1,44,11592253,5789478,8827334,2445345,FALSE,Squamata,NA,Sphaerodactylus millepunctatus,80
2445257,"Sphaerodactylus pacificus Stejneger, 1903",Sphaerodactylus pacificus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Sphaerodactylidae,Sphaerodactylus,Sphaerodactylus pacificus,1,44,11592253,5789478,8827334,2445257,FALSE,Squamata,NA,Sphaerodactylus pacificus,81
7836710,"Holcosus festivus (Lichtenstein & Martens, 1856)",Holcosus festivus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Teiidae,Holcosus,Holcosus festivus,1,44,11592253,5019,2471939,7836710,FALSE,Squamata,NA,Holcosus festivus,82
8098417,"Holcosus leptophrys (Cope, 1893)",Holcosus leptophrys,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Teiidae,Holcosus,Holcosus leptophrys,1,44,11592253,5019,2471939,8098417,FALSE,Squamata,NA,Holcosus leptophrys,83
8309399,"Holcosus quadrilineatus (Hallowell, 1861)",Holcosus quadrilineatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Teiidae,Holcosus,Holcosus quadrilineatus,1,44,11592253,5019,2471939,8309399,FALSE,Squamata,NA,Holcosus quadrilineatus,85
9415528,"Holcosus undulatus (Wiegmann, 1834)",Holcosus undulatus,SPECIES,ACCEPTED,99,EXACT,Animalia,Chordata,Teiidae,Holcosus,Holcosus undulatus,1,44,11592253,5019,2471939,9415528,FALSE,Squamata,NA,Holcosus undulatus,86
